sample,fastq_1,fastq_2,strandedness
ESC_WT_control_210min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2524_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2524_R2.fq.gz,unstranded
ESC_WT_control_120min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2525_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2525_R2.fq.gz,unstranded
ESC_WT_control_90min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2526_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2526_R2.fq.gz,unstranded
ESC_WT_control_300min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2527_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2527_R2.fq.gz,unstranded
ESC_WT_control_150min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2528_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2528_R2.fq.gz,unstranded
ESC_WT_control_30min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2529_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2529_R2.fq.gz,unstranded
ESC_WT_control_180min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2530_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2530_R2.fq.gz,unstranded
ESC_WT_control_150min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2531_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2531_R2.fq.gz,unstranded
ESC_WT_control_300min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2532_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2532_R2.fq.gz,unstranded
ESC_WT_control_30min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2533_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2533_R2.fq.gz,unstranded
ESC_WT_control_330min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2534_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2534_R2.fq.gz,unstranded
ESC_WT_control_330min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2535_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2535_R2.fq.gz,unstranded
ESC_WT_control_0min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2536_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2536_R2.fq.gz,unstranded
ESC_WT_control_60min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2537_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2537_R2.fq.gz,unstranded
ESC_WT_control_240min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2538_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2538_R2.fq.gz,unstranded
ESC_WT_control_210min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2539_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2539_R2.fq.gz,unstranded
ESC_WT_firre_induced_180min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2540_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2540_R2.fq.gz,unstranded
ESC_WT_firre_induced_300min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2541_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2541_R2.fq.gz,unstranded
ESC_WT_firre_induced_300min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2542_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2542_R2.fq.gz,unstranded
ESC_WT_firre_induced_120min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2543_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2543_R2.fq.gz,unstranded
ESC_WT_firre_induced_150min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2544_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2544_R2.fq.gz,unstranded
ESC_WT_firre_induced_210min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2545_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2545_R2.fq.gz,unstranded
ESC_WT_firre_induced_60min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2546_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2546_R2.fq.gz,unstranded
ESC_WT_firre_induced_330min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2547_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2547_R2.fq.gz,unstranded
ESC_WT_firre_induced_30min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2548_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2548_R2.fq.gz,unstranded
ESC_WT_firre_induced_150min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2549_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2549_R2.fq.gz,unstranded
ESC_WT_firre_induced_90min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2550_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2550_R2.fq.gz,unstranded
ESC_WT_firre_induced_0min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2551_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2551_R2.fq.gz,unstranded
ESC_WT_firre_induced_210min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2552_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2552_R2.fq.gz,unstranded
ESC_WT_firre_induced_330min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2553_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2553_R2.fq.gz,unstranded
ESC_WT_firre_induced_240min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2554_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2554_R2.fq.gz,unstranded
ESC_WT_firre_induced_90min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2555_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2555_R2.fq.gz,unstranded
ESC_WT_firre_induced_30min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2556_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2556_R2.fq.gz,unstranded
ESC_WT_firre_induced_60min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2557_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2557_R2.fq.gz,unstranded
ESC_WT_firre_induced_240min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2558_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2558_R2.fq.gz,unstranded
ESC_WT_firre_induced_270min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2559_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2559_R2.fq.gz,unstranded
ESC_WT_firre_induced_180min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2560_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2560_R2.fq.gz,unstranded
ESC_WT_firre_induced_120min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2561_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2561_R2.fq.gz,unstranded
ESC_WT_firre_induced_270min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2562_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2562_R2.fq.gz,unstranded
ESC_WT_firre_induced_0min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2563_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2563_R2.fq.gz,unstranded
ESC_WT_control_5760min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2706_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2706_R2.fq.gz,unstranded
ESC_WT_control_0min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2707_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2707_R2.fq.gz,unstranded
ESC_WT_control_0min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2708_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2708_R2.fq.gz,unstranded
ESC_WT_firre_induced_5760min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2709_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2709_R2.fq.gz,unstranded
ESC_WT_control_0min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2710_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2710_R2.fq.gz,unstranded
ESC_WT_firre_induced_0min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2711_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2711_R2.fq.gz,unstranded
ESC_WT_firre_induced_5760min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2712_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2712_R2.fq.gz,unstranded
ESC_WT_firre_induced_5760min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2713_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2713_R2.fq.gz,unstranded
ESC_WT_firre_induced_0min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2714_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2714_R2.fq.gz,unstranded
ESC_WT_control_5760min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2715_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2715_R2.fq.gz,unstranded
ESC_WT_control_5760min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2716_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2716_R2.fq.gz,unstranded
ESC_WT_firre_induced_0min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2717_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2717_R2.fq.gz,unstranded
ESC_KO_firre_induced_5760min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2718_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2718_R2.fq.gz,unstranded
ESC_KO_control_5760min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2719_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2719_R2.fq.gz,unstranded
ESC_KO_control_0min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2720_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2720_R2.fq.gz,unstranded
ESC_KO_control_5760min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2721_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2721_R2.fq.gz,unstranded
ESC_KO_control_0min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2722_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2722_R2.fq.gz,unstranded
ESC_KO_firre_induced_0min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2723_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2723_R2.fq.gz,unstranded
ESC_KO_firre_induced_0min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2724_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2724_R2.fq.gz,unstranded
ESC_KO_firre_induced_5760min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2725_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2725_R2.fq.gz,unstranded
ESC_KO_firre_induced_0min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2726_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2726_R2.fq.gz,unstranded
ESC_KO_control_0min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2727_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2727_R2.fq.gz,unstranded
ESC_KO_control_5760min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2728_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2728_R2.fq.gz,unstranded
ESC_KO_firre_induced_5760min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2729_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2729_R2.fq.gz,unstranded
ESC_WT_control_1440min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2730_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2730_R2.fq.gz,unstranded
ESC_WT_control_2880min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2731_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2731_R2.fq.gz,unstranded
ESC_WT_control_1440min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2732_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2732_R2.fq.gz,unstranded
ESC_WT_firre_induced_2880min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2733_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2733_R2.fq.gz,unstranded
ESC_WT_firre_induced_2880min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2734_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2734_R2.fq.gz,unstranded
ESC_WT_firre_induced_1440min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2735_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2735_R2.fq.gz,unstranded
ESC_WT_firre_induced_1440min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2736_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2736_R2.fq.gz,unstranded
ESC_WT_control_2880min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2737_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2737_R2.fq.gz,unstranded
ESC_WT_control_2880min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2738_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2738_R2.fq.gz,unstranded
ESC_WT_firre_induced_2880min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2739_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2739_R2.fq.gz,unstranded
ESC_WT_firre_induced_1440min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2740_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2740_R2.fq.gz,unstranded
ESC_WT_control_1440min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2741_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2741_R2.fq.gz,unstranded
ESC_KO_firre_induced_1440min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2742_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2742_R2.fq.gz,unstranded
ESC_KO_firre_induced_2880min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2743_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2743_R2.fq.gz,unstranded
ESC_KO_firre_induced_2880min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2744_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2744_R2.fq.gz,unstranded
ESC_KO_control_1440min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2745_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2745_R2.fq.gz,unstranded
ESC_KO_firre_induced_1440min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2746_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2746_R2.fq.gz,unstranded
ESC_KO_firre_induced_2880min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2747_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2747_R2.fq.gz,unstranded
ESC_KO_firre_induced_1440min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2748_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2748_R2.fq.gz,unstranded
ESC_KO_control_1440min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2749_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2749_R2.fq.gz,unstranded
ESC_KO_control_2880min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2750_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2750_R2.fq.gz,unstranded
ESC_KO_control_1440min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2751_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2751_R2.fq.gz,unstranded
ESC_KO_control_2880min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2752_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2752_R2.fq.gz,unstranded
ESC_KO_control_2880min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2753_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2753_R2.fq.gz,unstranded
ESC_KO_firre_induced_720min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2754_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2754_R2.fq.gz,unstranded
ESC_WT_firre_induced_720min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2755_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2755_R2.fq.gz,unstranded
ESC_KO_control_720min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2756_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2756_R2.fq.gz,unstranded
ESC_KO_firre_induced_720min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2757_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2757_R2.fq.gz,unstranded
ESC_WT_control_720min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2758_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2758_R2.fq.gz,unstranded
ESC_WT_firre_induced_720min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2759_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2759_R2.fq.gz,unstranded
ESC_WT_firre_induced_720min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2760_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2760_R2.fq.gz,unstranded
ESC_KO_firre_induced_720min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2761_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2761_R2.fq.gz,unstranded
ESC_WT_control_720min_dox_long_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2762_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2762_R2.fq.gz,unstranded
ESC_KO_control_720min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2763_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2763_R2.fq.gz,unstranded
ESC_KO_control_720min_dox_long_rep3,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2764_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2764_R2.fq.gz,unstranded
ESC_WT_control_720min_dox_long_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2765_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2765_R2.fq.gz,unstranded
NPC_WT_control_0min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2878_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2878_R2.fq.gz,unstranded
NPC_WT_control_0min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2879_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2879_R2.fq.gz,unstranded
NPC_WT_control_90min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2880_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2880_R2.fq.gz,unstranded
NPC_WT_control_180min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2881_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2881_R2.fq.gz,unstranded
NPC_WT_control_360min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2882_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2882_R2.fq.gz,unstranded
NPC_WT_control_30min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2883_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2883_R2.fq.gz,unstranded
NPC_WT_control_360min_dox_short_rep1,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2884_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2884_R2.fq.gz,unstranded
NPC_WT_control_30min_dox_short_rep2,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2885_R1.fq.gz,/scratch/Shares/rinn/Michael/firre_timecourse/rnaseq1/fastq/JR2885_R2.fq.gz,unstranded
