sample_id,cell_type,firre_ko,firre_induced,timepoint,replicate,experiment_replicate,timecourse_length,date_sequenced,sample_name,raw_data_read1,raw_data_read2,raw_data_read1_file_name,raw_data_read2_file_name,md5_read1,md5_read2
JR2546,ESC,WT,firre_induced,60,1,2,short,2019-06,JR2546_ESC_WT_firre_induced_60_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/31_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/31_R2_001.fastq.gz,31_R1_001.fastq.gz,31_R2_001.fastq.gz,b3867c54c0f718f76b0cad163241584e,85671696a698c1f20e7ba69eddee82a4
JR2547,ESC,WT,firre_induced,330,1,2,short,2019-06,JR2547_ESC_WT_firre_induced_330_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/32_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/32_R2_001.fastq.gz,32_R1_001.fastq.gz,32_R2_001.fastq.gz,5909c5c622c0738e2545af1f25b242f6,9f6de7889789d8b552e8d884bb2f76c1
JR2548,ESC,WT,firre_induced,30,2,2,short,2019-06,JR2548_ESC_WT_firre_induced_30_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/33_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/33_R2_001.fastq.gz,33_R1_001.fastq.gz,33_R2_001.fastq.gz,35a92781826824a44e6fb4c2e85c082e,7d60e36624124127951ff9ea742936a8
JR2549,ESC,WT,firre_induced,150,2,2,short,2019-06,JR2549_ESC_WT_firre_induced_150_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/34_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/34_R2_001.fastq.gz,34_R1_001.fastq.gz,34_R2_001.fastq.gz,180cb609d0c5b26aecd214317577d9aa,b6a12eb4fe344e8e4eb8ada37f5c3f66
JR2550,ESC,WT,firre_induced,90,2,2,short,2019-06,JR2550_ESC_WT_firre_induced_90_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/35_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/35_R2_001.fastq.gz,35_R1_001.fastq.gz,35_R2_001.fastq.gz,17add1a28886fb5ad6e33f15d3bbceec,59b4bd570d82853e4418b59b4658c9c3
JR2551,ESC,WT,firre_induced,0,2,2,short,2019-06,JR2551_ESC_WT_firre_induced_0_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/36_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/36_R2_001.fastq.gz,36_R1_001.fastq.gz,36_R2_001.fastq.gz,49a3eb371ed670a812f17b3cca95bfbd,5f14563618a55085ea6dde9f1cec42af
JR2552,ESC,WT,firre_induced,210,2,2,short,2019-06,JR2552_ESC_WT_firre_induced_210_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/37_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/37_R2_001.fastq.gz,37_R1_001.fastq.gz,37_R2_001.fastq.gz,6a67726a0a44eb9d2660828499da8bca,d58c455100b957693ff0d2c6b758a079
JR2553,ESC,WT,firre_induced,330,2,2,short,2019-06,JR2553_ESC_WT_firre_induced_330_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/38_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/38_R2_001.fastq.gz,38_R1_001.fastq.gz,38_R2_001.fastq.gz,9050a2c9de947f7cf12cf7f535dc2fb9,fdf3be2569503c2ac5ee56b7007fdb09
JR2554,ESC,WT,firre_induced,240,2,2,short,2019-06,JR2554_ESC_WT_firre_induced_240_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/39_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/39_R2_001.fastq.gz,39_R1_001.fastq.gz,39_R2_001.fastq.gz,53825f2d2054c48f3bd4ee859697bcaa,7b2644539795690859cf6cce467d3f08
JR2555,ESC,WT,firre_induced,90,1,2,short,2019-06,JR2555_ESC_WT_firre_induced_90_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/40_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/40_R2_001.fastq.gz,40_R1_001.fastq.gz,40_R2_001.fastq.gz,d80895acc4a1b7c884e0006e705cce18,ed859c272587ff27f79f92b8e4a2fba4
JR2556,ESC,WT,firre_induced,30,1,2,short,2019-06,JR2556_ESC_WT_firre_induced_30_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/41_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/41_R2_001.fastq.gz,41_R1_001.fastq.gz,41_R2_001.fastq.gz,501d85ed22100813858fb1ea9118c56d,c94ca2e6176776acf7a7c61a6e15a9f4
JR2557,ESC,WT,firre_induced,60,2,2,short,2019-06,JR2557_ESC_WT_firre_induced_60_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/42_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/42_R2_001.fastq.gz,42_R1_001.fastq.gz,42_R2_001.fastq.gz,9f35407228cf897bc036ae8dabf84a78,4ac5fcc345f518fd6971a03b33c9788a
JR2558,ESC,WT,firre_induced,240,1,2,short,2019-06,JR2558_ESC_WT_firre_induced_240_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/43_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/43_R2_001.fastq.gz,43_R1_001.fastq.gz,43_R2_001.fastq.gz,0b9c23c7e776258065d3ab40e1e25b22,cf9c03892882586a8dfa788ab072049a
JR2559,ESC,WT,firre_induced,270,1,2,short,2019-06,JR2559_ESC_WT_firre_induced_270_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/44_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/44_R2_001.fastq.gz,44_R1_001.fastq.gz,44_R2_001.fastq.gz,0076b45c057669aef9b6854014380660,a110cc436ebcab5b43d2354cf06d0547
JR2560,ESC,WT,firre_induced,180,2,2,short,2019-06,JR2560_ESC_WT_firre_induced_180_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/45_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/45_R2_001.fastq.gz,45_R1_001.fastq.gz,45_R2_001.fastq.gz,f136c61a448be700ae880016ab779735,7eac048f855fea0beb00888b162463a1
JR2561,ESC,WT,firre_induced,120,1,2,short,2019-06,JR2561_ESC_WT_firre_induced_120_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/46_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/46_R2_001.fastq.gz,46_R1_001.fastq.gz,46_R2_001.fastq.gz,f0c762fc0c78f92a4ec6ca095d23b69e,944358cf71d9dc2b3c4e2746238e3c75
JR2562,ESC,WT,firre_induced,270,2,2,short,2019-06,JR2562_ESC_WT_firre_induced_270_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/47_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/47_R2_001.fastq.gz,47_R1_001.fastq.gz,47_R2_001.fastq.gz,75c7bf7abdd57fab2e4a4f6c798bc639,337188e8accacc1c40dd31c59bbd3d90
JR2563,ESC,WT,firre_induced,0,1,2,short,2019-06,JR2563_ESC_WT_firre_induced_0_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/48_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/48_R2_001.fastq.gz,48_R1_001.fastq.gz,48_R2_001.fastq.gz,fc9e8050c216d48b20ae59b95e9ba664,e97b3921d116ee7b5072e6f47421721f
JR2706,ESC,WT,control,5760,2,1,long,2019-11,JR2706_ESC_WT_control_5760_rep2,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-1_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-1_R2_001.fastq.gz,JR2706-Rinn-pool-291-1_R1_001.fastq.gz,JR2706-Rinn-pool-291-1_R2_001.fastq.gz,0696c9609ebcc763a87ed1b5e89af68e,0696c9609ebcc763a87ed1b5e89af68e
JR2707,ESC,WT,control,0,3,1,long,2019-11,JR2707_ESC_WT_control_0_rep3,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-2_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-2_R2_001.fastq.gz,JR2706-Rinn-pool-291-2_R1_001.fastq.gz,JR2706-Rinn-pool-291-2_R2_001.fastq.gz,7a3d6498ef0483953d98d6709ecf2738,7a3d6498ef0483953d98d6709ecf2738
JR2708,ESC,WT,control,0,1,1,long,2019-11,JR2708_ESC_WT_control_0_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-3_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-3_R2_001.fastq.gz,JR2706-Rinn-pool-291-3_R1_001.fastq.gz,JR2706-Rinn-pool-291-3_R2_001.fastq.gz,1caa0c0aefbfabdba1183497844f37a5,1caa0c0aefbfabdba1183497844f37a5
JR2709,ESC,WT,firre_induced,5760,3,1,long,2019-11,JR2709_ESC_WT_firre_induced_5760_rep3,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-4_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-4_R2_001.fastq.gz,JR2706-Rinn-pool-291-4_R1_001.fastq.gz,JR2706-Rinn-pool-291-4_R2_001.fastq.gz,2ee76aff42485a6e206893d679cd9e1a,2ee76aff42485a6e206893d679cd9e1a
JR2710,ESC,WT,control,0,2,1,long,2019-11,JR2710_ESC_WT_control_0_rep2,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-5_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-5_R2_001.fastq.gz,JR2706-Rinn-pool-291-5_R1_001.fastq.gz,JR2706-Rinn-pool-291-5_R2_001.fastq.gz,03374a6bd80bec7171d3abd3dbc227da,03374a6bd80bec7171d3abd3dbc227da
JR2711,ESC,WT,firre_induced,0,1,1,long,2019-11,JR2711_ESC_WT_firre_induced_0_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-6_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-6_R2_001.fastq.gz,JR2706-Rinn-pool-291-6_R1_001.fastq.gz,JR2706-Rinn-pool-291-6_R2_001.fastq.gz,7b6003fc75ca04d8d4c20ad9fc55ab97,7b6003fc75ca04d8d4c20ad9fc55ab97
JR2712,ESC,WT,firre_induced,5760,1,1,long,2019-11,JR2712_ESC_WT_firre_induced_5760_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-7_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-7_R2_001.fastq.gz,JR2706-Rinn-pool-291-7_R1_001.fastq.gz,JR2706-Rinn-pool-291-7_R2_001.fastq.gz,e9632d9c60e4fe170cf69a8f919d2ab7,e9632d9c60e4fe170cf69a8f919d2ab7
JR2713,ESC,WT,firre_induced,5760,2,1,long,2019-11,JR2713_ESC_WT_firre_induced_5760_rep2,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-8_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-8_R2_001.fastq.gz,JR2706-Rinn-pool-291-8_R1_001.fastq.gz,JR2706-Rinn-pool-291-8_R2_001.fastq.gz,923aba01a8d6f96a52dad0b5a8eae8aa,923aba01a8d6f96a52dad0b5a8eae8aa
JR2714,ESC,WT,firre_induced,0,3,1,long,2019-11,JR2714_ESC_WT_firre_induced_0_rep3,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-9_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-9_R2_001.fastq.gz,JR2706-Rinn-pool-291-9_R1_001.fastq.gz,JR2706-Rinn-pool-291-9_R2_001.fastq.gz,738750a415090e5d03a0888042f86d96,738750a415090e5d03a0888042f86d96
JR2715,ESC,WT,control,5760,1,1,long,2019-11,JR2715_ESC_WT_control_5760_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-10_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-10_R2_001.fastq.gz,JR2706-Rinn-pool-291-10_R1_001.fastq.gz,JR2706-Rinn-pool-291-10_R2_001.fastq.gz,dee8049def48863702b1ade36ae3bf70,dee8049def48863702b1ade36ae3bf70
JR2716,ESC,WT,control,5760,3,1,long,2019-11,JR2716_ESC_WT_control_5760_rep3,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-11_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-11_R2_001.fastq.gz,JR2706-Rinn-pool-291-11_R1_001.fastq.gz,JR2706-Rinn-pool-291-11_R2_001.fastq.gz,bbc09fc3641785ffad65901ff88ed266,bbc09fc3641785ffad65901ff88ed266
JR2717,ESC,WT,firre_induced,0,2,1,long,2019-11,JR2717_ESC_WT_firre_induced_0_rep2,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-12_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2706-Rinn-pool-291-12_R2_001.fastq.gz,JR2706-Rinn-pool-291-12_R1_001.fastq.gz,JR2706-Rinn-pool-291-12_R2_001.fastq.gz,a1c0b0b771444f9b195057b190ffa0d7,a1c0b0b771444f9b195057b190ffa0d7
JR2718,ESC,KO,firre_induced,5760,2,1,long,2019-11,JR2718_ESC_KO_firre_induced_5760_rep2,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-1_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-1_R2_001.fastq.gz,JR2718-Rinn-pool-292-1_R1_001.fastq.gz,JR2718-Rinn-pool-292-1_R2_001.fastq.gz,a262b99a19cccc576353550662dd24ae,a262b99a19cccc576353550662dd24ae
JR2719,ESC,KO,control,5760,3,1,long,2019-11,JR2719_ESC_KO_control_5760_rep3,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-2_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-2_R2_001.fastq.gz,JR2718-Rinn-pool-292-2_R1_001.fastq.gz,JR2718-Rinn-pool-292-2_R2_001.fastq.gz,ea8883c0e3366ace44c96460a65fb33a,ea8883c0e3366ace44c96460a65fb33a
JR2720,ESC,KO,control,0,3,1,long,2019-11,JR2720_ESC_KO_control_0_rep3,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-3_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-3_R2_001.fastq.gz,JR2718-Rinn-pool-292-3_R1_001.fastq.gz,JR2718-Rinn-pool-292-3_R2_001.fastq.gz,d362f9543e26891bc6f4523d69bbda4e,d362f9543e26891bc6f4523d69bbda4e
JR2721,ESC,KO,control,5760,1,1,long,2019-11,JR2721_ESC_KO_control_5760_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-4_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-4_R2_001.fastq.gz,JR2718-Rinn-pool-292-4_R1_001.fastq.gz,JR2718-Rinn-pool-292-4_R2_001.fastq.gz,fc1b7cff0e085b12b22d234347f38874,fc1b7cff0e085b12b22d234347f38874
JR2722,ESC,KO,control,0,2,1,long,2019-11,JR2722_ESC_KO_control_0_rep2,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-5_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-5_R2_001.fastq.gz,JR2718-Rinn-pool-292-5_R1_001.fastq.gz,JR2718-Rinn-pool-292-5_R2_001.fastq.gz,b133f79125aab4fa143c4b9da85861fe,b133f79125aab4fa143c4b9da85861fe
JR2723,ESC,KO,firre_induced,0,3,1,long,2019-11,JR2723_ESC_KO_firre_induced_0_rep3,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-6_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-6_R2_001.fastq.gz,JR2718-Rinn-pool-292-6_R1_001.fastq.gz,JR2718-Rinn-pool-292-6_R2_001.fastq.gz,8e5a69f1c65fa3c1e763f0a48ab7717c,8e5a69f1c65fa3c1e763f0a48ab7717c
JR2724,ESC,KO,firre_induced,0,2,1,long,2019-11,JR2724_ESC_KO_firre_induced_0_rep2,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-7_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-7_R2_001.fastq.gz,JR2718-Rinn-pool-292-7_R1_001.fastq.gz,JR2718-Rinn-pool-292-7_R2_001.fastq.gz,15bc5fceb9c7f5f79fec74437cba3084,15bc5fceb9c7f5f79fec74437cba3084
JR2725,ESC,KO,firre_induced,5760,1,1,long,2019-11,JR2725_ESC_KO_firre_induced_5760_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-8_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-8_R2_001.fastq.gz,JR2718-Rinn-pool-292-8_R1_001.fastq.gz,JR2718-Rinn-pool-292-8_R2_001.fastq.gz,c294ed9b98e834959a463367b36f9f95,c294ed9b98e834959a463367b36f9f95
JR2726,ESC,KO,firre_induced,0,1,1,long,2019-11,JR2726_ESC_KO_firre_induced_0_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-9_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-9_R2_001.fastq.gz,JR2718-Rinn-pool-292-9_R1_001.fastq.gz,JR2718-Rinn-pool-292-9_R2_001.fastq.gz,b49931482a94530ac20d0f9941a23058,b49931482a94530ac20d0f9941a23058
JR2727,ESC,KO,control,0,1,1,long,2019-11,JR2727_ESC_KO_control_0_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-10_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-10_R2_001.fastq.gz,JR2718-Rinn-pool-292-10_R1_001.fastq.gz,JR2718-Rinn-pool-292-10_R2_001.fastq.gz,a925341fc476fc3b03526b87c759b63b,a925341fc476fc3b03526b87c759b63b
JR2728,ESC,KO,control,5760,2,1,long,2019-11,JR2728_ESC_KO_control_5760_rep2,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-11_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-11_R2_001.fastq.gz,JR2718-Rinn-pool-292-11_R1_001.fastq.gz,JR2718-Rinn-pool-292-11_R2_001.fastq.gz,e88c2f0f1bde23e5c9cf410234afe4d5,e88c2f0f1bde23e5c9cf410234afe4d5
JR2729,ESC,KO,firre_induced,5760,3,1,long,2019-11,JR2729_ESC_KO_firre_induced_5760_rep3,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-12_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_mESC_Timecourse_Long/JR2718-Rinn-pool-292-12_R2_001.fastq.gz,JR2718-Rinn-pool-292-12_R1_001.fastq.gz,JR2718-Rinn-pool-292-12_R2_001.fastq.gz,ca9f9ff667568683a7acfdee5a9c5702,ca9f9ff667568683a7acfdee5a9c5702
JR2730,ESC,WT,control,1440,3,1,long,2019-12,JR2730_ESC_WT_control_1440_rep3,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2730-Rinn-pool-293_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2730-Rinn-pool-293_R2_001.fastq.gz,JR2730-Rinn-pool-293_R1_001.fastq.gz,JR2730-Rinn-pool-293_R2_001.fastq.gz,dfd272d02ee56a6ef1835d83219913a0,843f5b419b5e8b392e1e012fa0693091
JR2731,ESC,WT,control,2880,1,1,long,2019-12,JR2731_ESC_WT_control_2880_rep1,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2731-Rinn-pool-293_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2731-Rinn-pool-293_R2_001.fastq.gz,JR2731-Rinn-pool-293_R1_001.fastq.gz,JR2731-Rinn-pool-293_R2_001.fastq.gz,f9b72d44065a7a2b9e0aae52c5f5f2a6,622ac2f2f6e0940fd119f849fc6005c1
JR2732,ESC,WT,control,1440,2,1,long,2019-12,JR2732_ESC_WT_control_1440_rep2,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2732-Rinn-pool-293_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2732-Rinn-pool-293_R2_001.fastq.gz,JR2732-Rinn-pool-293_R1_001.fastq.gz,JR2732-Rinn-pool-293_R2_001.fastq.gz,b17280a7468e1cb0f3350c59f7bd1bc1,0b380354fbeb5ce0dce21d6b485f7a23
JR2733,ESC,WT,firre_induced,2880,1,1,long,2019-12,JR2733_ESC_WT_firre_induced_2880_rep1,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2733-Rinn-pool-293_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2733-Rinn-pool-293_R2_001.fastq.gz,JR2733-Rinn-pool-293_R1_001.fastq.gz,JR2733-Rinn-pool-293_R2_001.fastq.gz,0a2f6e828cd6adaa5e635775a83bfcfb,998b0a811ca6917a842abcdd8afc4e9c
JR2734,ESC,WT,firre_induced,2880,3,1,long,2019-12,JR2734_ESC_WT_firre_induced_2880_rep3,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2734-Rinn-pool-293_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2734-Rinn-pool-293_R2_001.fastq.gz,JR2734-Rinn-pool-293_R1_001.fastq.gz,JR2734-Rinn-pool-293_R2_001.fastq.gz,1225b62d7fa307e8090f99afba5ed534,21af63655339b8a2d4b8c77679678ebe
JR2735,ESC,WT,firre_induced,1440,1,1,long,2019-12,JR2735_ESC_WT_firre_induced_1440_rep1,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2735-Rinn-pool-293_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2735-Rinn-pool-293_R2_001.fastq.gz,JR2735-Rinn-pool-293_R1_001.fastq.gz,JR2735-Rinn-pool-293_R2_001.fastq.gz,283a56b53742a619e0e8d8985052f08e,833681edb995018ae2d6aee7df818462
JR2736,ESC,WT,firre_induced,1440,2,1,long,2019-12,JR2736_ESC_WT_firre_induced_1440_rep2,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2736-Rinn-pool-293_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2736-Rinn-pool-293_R2_001.fastq.gz,JR2736-Rinn-pool-293_R1_001.fastq.gz,JR2736-Rinn-pool-293_R2_001.fastq.gz,f50a6f66774dad161fb09369210ffc5a,b7aedb39838ac5e23e81c6fa9927bf63
JR2737,ESC,WT,control,2880,3,1,long,2019-12,JR2737_ESC_WT_control_2880_rep3,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2737-Rinn-pool-293_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/ftc_long_batch2/JR2737-Rinn-pool-293_R2_001.fastq.gz,JR2737-Rinn-pool-293_R1_001.fastq.gz,JR2737-Rinn-pool-293_R2_001.fastq.gz,1eabf1e7b9a306813afcaf08f5f64793,070afaaf1f3a3bb5c21c517b504f4ba0
