sample_id,cell_type,firre_ko,firre_induced,timepoint,replicate,experiment_replicate,timecourse_length,date_sequenced,sample_name,raw_data_read1,raw_data_read2,raw_data_read1_file_name,raw_data_read2_file_name,md5_read1,md5_read2
JR2492,pMEF,WT,control,0,1,1,short,2019-05,JR2492_pMEF_WT_control_0_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2492-Rinn-pool-277_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2492-Rinn-pool-277_R2_001.fastq.gz,JR2492-Rinn-pool-277_R1_001.fastq.gz,JR2492-Rinn-pool-277_R2_001.fastq.gz,cde7291b45dd9ae13fd5471bd8a1e071,671af94935f3e482d86ae36f0cee8865
JR2493,pMEF,WT,control,300,1,1,short,2019-05,JR2493_pMEF_WT_control_300_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2493-Rinn-pool-277_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2493-Rinn-pool-277_R2_001.fastq.gz,JR2493-Rinn-pool-277_R1_001.fastq.gz,JR2493-Rinn-pool-277_R2_001.fastq.gz,28280bcfd232da6d9026768180f957d8,bbdc0c251256d4377f5dad9d84d588d2
JR2494,pMEF,WT,control,330,1,1,short,2019-05,JR2494_pMEF_WT_control_330_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2494-Rinn-pool-277_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2494-Rinn-pool-277_R2_001.fastq.gz,JR2494-Rinn-pool-277_R1_001.fastq.gz,JR2494-Rinn-pool-277_R2_001.fastq.gz,b205041c668104f54cda0d46fe392253,0aadc7927e2debcefa8210baab58999d
JR2495,pMEF,WT,control,90,1,1,short,2019-05,JR2495_pMEF_WT_control_90_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2495-Rinn-pool-277_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2495-Rinn-pool-277_R2_001.fastq.gz,JR2495-Rinn-pool-277_R1_001.fastq.gz,JR2495-Rinn-pool-277_R2_001.fastq.gz,d674f6d0193d99f8e6c5e5146414484c,9246b0be6c177402f9c0043bb1e590ac
JR2496,pMEF,WT,control,210,1,1,short,2019-05,JR2496_pMEF_WT_control_210_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2496-Rinn-pool-277_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2496-Rinn-pool-277_R2_001.fastq.gz,JR2496-Rinn-pool-277_R1_001.fastq.gz,JR2496-Rinn-pool-277_R2_001.fastq.gz,5d9a2b17015ba9c278eadf3885133186,8796a0c9c1491de5c6b352d8cea858a0
JR2497,pMEF,WT,control,60,1,1,short,2019-05,JR2497_pMEF_WT_control_60_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2497-Rinn-pool-277_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2497-Rinn-pool-277_R2_001.fastq.gz,JR2497-Rinn-pool-277_R1_001.fastq.gz,JR2497-Rinn-pool-277_R2_001.fastq.gz,a844ef29a9ffaf5d781789b43948aba7,7061b4ca985b1431c416f48ad7f1d5aa
JR2498,pMEF,WT,control,180,1,1,short,2019-05,JR2498_pMEF_WT_control_180_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2498-Rinn-pool-277_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2498-Rinn-pool-277_R2_001.fastq.gz,JR2498-Rinn-pool-277_R1_001.fastq.gz,JR2498-Rinn-pool-277_R2_001.fastq.gz,1bf095d9bcbb27458f55c065a38726b8,416b479e63ab1cff1370543ebca821ee
JR2499,pMEF,WT,control,120,1,1,short,2019-05,JR2499_pMEF_WT_control_120_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2499-Rinn-pool-277_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2499-Rinn-pool-277_R2_001.fastq.gz,JR2499-Rinn-pool-277_R1_001.fastq.gz,JR2499-Rinn-pool-277_R2_001.fastq.gz,c988bdbeea4a73a48c1eadcb60c4f88a,aa36ebb13555d63777ba910749ade037
JR2500,pMEF,WT,control,150,1,1,short,2019-05,JR2500_pMEF_WT_control_150_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2500-Rinn-pool-277_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2500-Rinn-pool-277_R2_001.fastq.gz,JR2500-Rinn-pool-277_R1_001.fastq.gz,JR2500-Rinn-pool-277_R2_001.fastq.gz,950a3f62536adb9729dc622e9826d1ef,d6d763a95bba72d7e82a689fc6b65f99
JR2501,pMEF,WT,control,240,1,1,short,2019-05,JR2501_pMEF_WT_control_240_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2501-Rinn-pool-277_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2501-Rinn-pool-277_R2_001.fastq.gz,JR2501-Rinn-pool-277_R1_001.fastq.gz,JR2501-Rinn-pool-277_R2_001.fastq.gz,f1e60ab6feea75c4d1da6a888e86bae5,d2ffa7b15d393cf18ac5e473a00a10ea
JR2502,pMEF,WT,control,270,1,1,short,2019-05,JR2502_pMEF_WT_control_270_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2502-Rinn-pool-277_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2502-Rinn-pool-277_R2_001.fastq.gz,JR2502-Rinn-pool-277_R1_001.fastq.gz,JR2502-Rinn-pool-277_R2_001.fastq.gz,a9e4aacf00a147de167b6e4d9619785a,7c45c848fd71127db1527b728cb850a1
JR2503,pMEF,WT,control,30,1,1,short,2019-05,JR2503_pMEF_WT_control_30_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2503-Rinn-pool-277_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2503-Rinn-pool-277_R2_001.fastq.gz,JR2503-Rinn-pool-277_R1_001.fastq.gz,JR2503-Rinn-pool-277_R2_001.fastq.gz,1c434be6fd030cfbee4f5470109fcc72,1f0a039c42cdef8f1978afc34f023d46
JR2504,pMEF,KO,firre_induced,120,1,1,short,2019-05,JR2504_pMEF_KO_firre_induced_120_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2504-Rinn-pool-278_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2504-Rinn-pool-278_R2_001.fastq.gz,JR2504-Rinn-pool-278_R1_001.fastq.gz,JR2504-Rinn-pool-278_R2_001.fastq.gz,289d1528808acc59511cb241b5a18eb6,6773b124b53eecf01f719745fee2bb2f
JR2505,pMEF,KO,firre_induced,330,1,1,short,2019-05,JR2505_pMEF_KO_firre_induced_330_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2505-Rinn-pool-278_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2505-Rinn-pool-278_R2_001.fastq.gz,JR2505-Rinn-pool-278_R1_001.fastq.gz,JR2505-Rinn-pool-278_R2_001.fastq.gz,32166da6e86462038620f72bc39da65f,721ac6c9bb91dd063e29b36a142b9ddb
JR2506,pMEF,KO,firre_induced,180,1,1,short,2019-05,JR2506_pMEF_KO_firre_induced_180_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2506-Rinn-pool-278_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2506-Rinn-pool-278_R2_001.fastq.gz,JR2506-Rinn-pool-278_R1_001.fastq.gz,JR2506-Rinn-pool-278_R2_001.fastq.gz,4188f3bf02c120ace228aba56d3e7a8d,eb659b54f18366769231fee33e02b24a
JR2507,pMEF,KO,firre_induced,270,1,1,short,2019-05,JR2507_pMEF_KO_firre_induced_270_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2507-Rinn-pool-278_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2507-Rinn-pool-278_R2_001.fastq.gz,JR2507-Rinn-pool-278_R1_001.fastq.gz,JR2507-Rinn-pool-278_R2_001.fastq.gz,53dab0b6a03218fa8ff7139fcc99f7b4,0491633f346b45fbbb76893e66cb50b0
JR2508,pMEF,KO,firre_induced,240,1,1,short,2019-05,JR2508_pMEF_KO_firre_induced_240_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2508-Rinn-pool-278_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2508-Rinn-pool-278_R2_001.fastq.gz,JR2508-Rinn-pool-278_R1_001.fastq.gz,JR2508-Rinn-pool-278_R2_001.fastq.gz,d61ca33ba0affd8cf2c2c9d0b24ca078,0adb065906e4754a3c256c0639151bf4
JR2509,pMEF,KO,firre_induced,150,1,1,short,2019-05,JR2509_pMEF_KO_firre_induced_150_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2509-Rinn-pool-278_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2509-Rinn-pool-278_R2_001.fastq.gz,JR2509-Rinn-pool-278_R1_001.fastq.gz,JR2509-Rinn-pool-278_R2_001.fastq.gz,9165f8606ed29058ea2f2f75d27ab279,b2be2ec434cfd1e4a31008d0ea32167a
JR2510,pMEF,KO,firre_induced,210,1,1,short,2019-05,JR2510_pMEF_KO_firre_induced_210_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2510-Rinn-pool-278_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2510-Rinn-pool-278_R2_001.fastq.gz,JR2510-Rinn-pool-278_R1_001.fastq.gz,JR2510-Rinn-pool-278_R2_001.fastq.gz,27c7356422b8dfee8d55e7066f1d2172,58f76c5769032d8be28b6f3aa03a6c65
JR2511,pMEF,KO,firre_induced,300,1,1,short,2019-05,JR2511_pMEF_KO_firre_induced_300_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2511-Rinn-pool-278_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2511-Rinn-pool-278_R2_001.fastq.gz,JR2511-Rinn-pool-278_R1_001.fastq.gz,JR2511-Rinn-pool-278_R2_001.fastq.gz,401fbd84552464532571b29d28f1ce20,d5d5c404c13814ff8d73143a28a200db
JR2512,pMEF,KO,firre_induced,90,1,1,short,2019-05,JR2512_pMEF_KO_firre_induced_90_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2512-Rinn-pool-278_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2512-Rinn-pool-278_R2_001.fastq.gz,JR2512-Rinn-pool-278_R1_001.fastq.gz,JR2512-Rinn-pool-278_R2_001.fastq.gz,402dbd8c6fb4730849e1da2dc2ea31c1,13ddd4b487ad220de5e68d85e661ecab
JR2513,pMEF,KO,firre_induced,60,1,1,short,2019-05,JR2513_pMEF_KO_firre_induced_60_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2513-Rinn-pool-278_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2513-Rinn-pool-278_R2_001.fastq.gz,JR2513-Rinn-pool-278_R1_001.fastq.gz,JR2513-Rinn-pool-278_R2_001.fastq.gz,8db2abd0590b7d9ce04364564ad4b10b,86d9605f21672c3b4ec4683f9bfa39de
JR2514,pMEF,KO,firre_induced,30,1,1,short,2019-05,JR2514_pMEF_KO_firre_induced_30_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2514-Rinn-pool-278_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2514-Rinn-pool-278_R2_001.fastq.gz,JR2514-Rinn-pool-278_R1_001.fastq.gz,JR2514-Rinn-pool-278_R2_001.fastq.gz,c5d7f86632000c49dcfa983f6942bc6e,4091956010c487c373d778f94291913f
JR2515,pMEF,KO,firre_induced,0,1,1,short,2019-05,JR2515_pMEF_KO_firre_induced_0_rep1,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2515-Rinn-pool-278_R1_001.fastq.gz,/rinnlab/rinngrp/Taeyoung/RinnLab_RNAseq/RawData/Christian_Firre_MEF_Timecourse/JR2515-Rinn-pool-278_R2_001.fastq.gz,JR2515-Rinn-pool-278_R1_001.fastq.gz,JR2515-Rinn-pool-278_R2_001.fastq.gz,2d7996a7fd3710004735b59c116e7810,7218362236eac45786c921c484c20eb0
JR2516,ESC,WT,control,240,1,1,short,2019-06,JR2516_ESC_WT_control_240_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/1_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/1_R2_001.fastq.gz,1_R1_001.fastq.gz,1_R2_001.fastq.gz,e9e23d7965b7ac608369d47cf3921d5c,b189525045a35014106aa82ee81264e9
JR2517,ESC,WT,control,270,1,1,short,2019-06,JR2517_ESC_WT_control_270_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/2_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/2_R2_001.fastq.gz,2_R1_001.fastq.gz,2_R2_001.fastq.gz,9122ecc08d8022defefbf2216e43906b,8a68dc432067b4f04502f94cdaa77ad3
JR2518,ESC,WT,control,90,2,1,short,2019-06,JR2518_ESC_WT_control_90_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/3_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/3_R2_001.fastq.gz,3_R1_001.fastq.gz,3_R2_001.fastq.gz,ea508dbc10bf1a36c59995511031e3e1,a206385319b0ce5efe55f5938f492539
JR2519,ESC,WT,control,60,1,1,short,2019-06,JR2519_ESC_WT_control_60_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/4_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/4_R2_001.fastq.gz,4_R1_001.fastq.gz,4_R2_001.fastq.gz,479752584a16deaacd6a97deed3d9e9a,60446994fd01a6c099e674acf7460859
JR2520,ESC,WT,control,0,2,1,short,2019-06,JR2520_ESC_WT_control_0_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/5_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/5_R2_001.fastq.gz,5_R1_001.fastq.gz,5_R2_001.fastq.gz,7ffac96e3ae1d1de244462fb482528a1,eca9a59fd7e2b47f024ad9deed9ff188
JR2521,ESC,WT,control,120,1,1,short,2019-06,JR2521_ESC_WT_control_120_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/6_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/6_R2_001.fastq.gz,6_R1_001.fastq.gz,6_R2_001.fastq.gz,7d0f0a38f9bb2c600d22995da4638d3d,a0aa2f87436df161b1eabc4a32599cd1
JR2522,ESC,WT,control,180,2,1,short,2019-06,JR2522_ESC_WT_control_180_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/7_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/7_R2_001.fastq.gz,7_R1_001.fastq.gz,7_R2_001.fastq.gz,b8fcda598b87c51d1105cbd464cc4752,285b5f18419f6e00cfa5a43fc8838ca5
JR2523,ESC,WT,control,270,2,1,short,2019-06,JR2523_ESC_WT_control_270_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/8_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/8_R2_001.fastq.gz,8_R1_001.fastq.gz,8_R2_001.fastq.gz,c882acea6f9a7561ee244e9a7ac46b4a,7c667ce2e494d600a666279ab54e8120
JR2524,ESC,WT,control,210,1,1,short,2019-06,JR2524_ESC_WT_control_210_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/9_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/9_R2_001.fastq.gz,9_R1_001.fastq.gz,9_R2_001.fastq.gz,cd3cbaa228b7684380c9f5d7c2703934,d6d33f8096611db2713ba08a9aa38d4f
JR2525,ESC,WT,control,120,2,1,short,2019-06,JR2525_ESC_WT_control_120_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/10_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/10_R2_001.fastq.gz,10_R1_001.fastq.gz,10_R2_001.fastq.gz,9aecf80080dfa618d640c0cf29f50393,a15f7587b373cf83a0cc7be2d1b1af49
JR2526,ESC,WT,control,90,1,1,short,2019-06,JR2526_ESC_WT_control_90_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/11_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/11_R2_001.fastq.gz,11_R1_001.fastq.gz,11_R2_001.fastq.gz,ec636e71e6ae51404da9440ec91e0633,bd001e7df4176f4f071157efcb806791
JR2527,ESC,WT,control,300,2,1,short,2019-06,JR2527_ESC_WT_control_300_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/12_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/12_R2_001.fastq.gz,12_R1_001.fastq.gz,12_R2_001.fastq.gz,574c4e5726c56e3b9354abcda5179c83,47f33700b7c3fa5432f39ccff7248d86
JR2528,ESC,WT,control,150,2,1,short,2019-06,JR2528_ESC_WT_control_150_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/13_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/13_R2_001.fastq.gz,13_R1_001.fastq.gz,13_R2_001.fastq.gz,73ab4a8c5f6e891e86281cabb5d0aad5,ecf3e061380de79f4d640a9161b7dd81
JR2529,ESC,WT,control,30,1,1,short,2019-06,JR2529_ESC_WT_control_30_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/14_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/14_R2_001.fastq.gz,14_R1_001.fastq.gz,14_R2_001.fastq.gz,6fe8472739c07ef3abfd264c8e618487,8b65b55bbc5a5fd8d4aaed517872f566
JR2530,ESC,WT,control,180,1,1,short,2019-06,JR2530_ESC_WT_control_180_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/15_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/15_R2_001.fastq.gz,15_R1_001.fastq.gz,15_R2_001.fastq.gz,0689730ff16712099fc283454640dc7a,be53f087e4314c29ea4aa7cc862be219
JR2531,ESC,WT,control,150,1,1,short,2019-06,JR2531_ESC_WT_control_150_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/16_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/16_R2_001.fastq.gz,16_R1_001.fastq.gz,16_R2_001.fastq.gz,6e54911706cf6b02a9a10c662c2b5614,f08f035df2e155a19fcda6b740bd404f
JR2532,ESC,WT,control,300,1,1,short,2019-06,JR2532_ESC_WT_control_300_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/17_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/17_R2_001.fastq.gz,17_R1_001.fastq.gz,17_R2_001.fastq.gz,c8405d20744218a870e60966b7f81de0,0d1029b582ec621d0318c9a58fd4e2b0
JR2533,ESC,WT,control,30,2,1,short,2019-06,JR2533_ESC_WT_control_30_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/18_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/18_R2_001.fastq.gz,18_R1_001.fastq.gz,18_R2_001.fastq.gz,d92ab2df42170d8beb893f2030569784,86547f895aac647e6ac0370ebdd5133e
JR2534,ESC,WT,control,330,2,1,short,2019-06,JR2534_ESC_WT_control_330_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/19_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/19_R2_001.fastq.gz,19_R1_001.fastq.gz,19_R2_001.fastq.gz,21d694389b444b1e2dd8e4dc5b5f0b87,46ae1639b77e9056aabd3b5ce97e8f30
JR2535,ESC,WT,control,330,1,1,short,2019-06,JR2535_ESC_WT_control_330_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/20_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/20_R2_001.fastq.gz,20_R1_001.fastq.gz,20_R2_001.fastq.gz,5dc6410a0758f03094fe39bf3d2669ac,b9e259a0e32a234ca17615fec1f83682
JR2536,ESC,WT,control,0,1,1,short,2019-06,JR2536_ESC_WT_control_0_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/21_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/21_R2_001.fastq.gz,21_R1_001.fastq.gz,21_R2_001.fastq.gz,956722d9f376edcadc45ef34ee324278,351d641fc47f95f47f213bcf2e441da7
JR2537,ESC,WT,control,60,2,1,short,2019-06,JR2537_ESC_WT_control_60_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/22_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/22_R2_001.fastq.gz,22_R1_001.fastq.gz,22_R2_001.fastq.gz,83aa17ea6d09edf6dcabe543522a96a8,d570a46ea91e2272c284f4e37d8250cf
JR2538,ESC,WT,control,240,2,1,short,2019-06,JR2538_ESC_WT_control_240_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/23_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/23_R2_001.fastq.gz,23_R1_001.fastq.gz,23_R2_001.fastq.gz,af759893a4bda60fa96c3e6644988a93,3f93087d12a3cffe8cc913947c48ea5d
JR2539,ESC,WT,control,210,2,1,short,2019-06,JR2539_ESC_WT_control_210_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/24_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/24_R2_001.fastq.gz,24_R1_001.fastq.gz,24_R2_001.fastq.gz,595eb59a265adfe5db824a3688c12f81,6d5471f650cc93e7bfcd1b3cd4eaf73b
JR2540,ESC,WT,firre_induced,180,1,2,short,2019-06,JR2540_ESC_WT_firre_induced_180_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/25_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/25_R2_001.fastq.gz,25_R1_001.fastq.gz,25_R2_001.fastq.gz,027a69ef4b109d39ea9630d531286baa,78afbac06965d5b4b4eb66545a380fb5
JR2541,ESC,WT,firre_induced,300,1,2,short,2019-06,JR2541_ESC_WT_firre_induced_300_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/26_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/26_R2_001.fastq.gz,26_R1_001.fastq.gz,26_R2_001.fastq.gz,b289f9c4abbe85e7302481e3fe7c5cfe,bed4299c0148ca914af7319b9eb03d7a
JR2542,ESC,WT,firre_induced,300,2,2,short,2019-06,JR2542_ESC_WT_firre_induced_300_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/27_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/27_R2_001.fastq.gz,27_R1_001.fastq.gz,27_R2_001.fastq.gz,5f04a25bd0917ef08b8ddd3e8b6b37c5,fd7a90e0fac28d1f0f5515f2d179853b
JR2543,ESC,WT,firre_induced,120,2,2,short,2019-06,JR2543_ESC_WT_firre_induced_120_rep2,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/28_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/28_R2_001.fastq.gz,28_R1_001.fastq.gz,28_R2_001.fastq.gz,eb626a30d8f50171f5e373ed3abb7500,209174429292ed8e3398275b762fee38
JR2544,ESC,WT,firre_induced,150,1,2,short,2019-06,JR2544_ESC_WT_firre_induced_150_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/29_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/29_R2_001.fastq.gz,29_R1_001.fastq.gz,29_R2_001.fastq.gz,c5904095741a6b48c52fb161bd93ca1e,cd341cc176dcaddf1536c81032f5a43e
JR2545,ESC,WT,firre_induced,210,1,2,short,2019-06,JR2545_ESC_WT_firre_induced_210_rep1,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/30_R1_001.fastq.gz,/rinnlab/rinngrp/mism6893/christian_timecourse/30-239079954/30_R2_001.fastq.gz,30_R1_001.fastq.gz,30_R2_001.fastq.gz,e2506297d86e0791ca9c26639c3e3916,2ca2f29da9002a354b3c92eba5304ec9
